time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.343,0.35000000000000003,0.34671428571428575,0.34600000000000003,0.0016943282737768774,0.134,0.136,0.13514999999999996,0.135,0.00047696960070847325,2.715,2.75,2.74335,2.748,0.01180370704482287,0.128,0.132,0.1301,0.13,0.001044030650891056,1.072,1.086,1.0834000000000001,1.085,0.004543126676640229,4.168,4.22,4.210700000000001,4.218,0.017689262279699535,0.20400000000000001,0.20600000000000002,0.20505,0.20500000000000002,0.0004974937185533105,4.149,4.199,4.1906500000000015,4.198,0.017367426406926303,0.255,0.258,0.25644999999999996,0.256,0.001023474474522937,64,64,8192,36864,50272,False,3616,2
0.34,0.34700000000000003,0.3441428571428572,0.34400000000000003,0.0015822140691272538,0.134,0.136,0.13445000000000001,0.134,0.0005894913061275804,2.709,2.747,2.7354,2.734,0.007799999999999971,0.127,0.131,0.1287,0.128,0.001100000000000001,1.024,1.031,1.0263499999999999,1.026,0.002031624965391023,3.996,4.026,4.002249999999999,3.997,0.011396819731837454,0.203,0.20400000000000001,0.20365000000000003,0.20400000000000001,0.0004769696007084732,4.1610000000000005,4.205,4.18915,4.188,0.008679141662629914,0.25,0.254,0.25179999999999997,0.252,0.000979795897113272,64,64,8192,36864,50272,False,3584,2
0.331,0.343,0.3370952380952381,0.337,0.003099996342620916,0.132,0.134,0.13269999999999998,0.133,0.0006403124237432854,2.673,2.734,2.6992000000000003,2.703,0.024979191339993354,0.124,0.128,0.12624999999999997,0.126,0.0009420721840708395,1.002,1.026,1.01215,1.0130000000000001,0.008984848357095383,3.907,3.997,3.9448499999999997,3.95,0.03454746734566804,0.2,0.202,0.20070000000000002,0.2005,0.0007810249675906662,4.094,4.188,4.1296,4.1295,0.03602832219240868,0.248,0.253,0.2499,0.25,0.0010908712114635723,64,64,8192,36864,50272,False,3552,2
0.331,0.34,0.33652380952380956,0.337,0.0026478930998967342,0.131,0.133,0.13190000000000002,0.132,0.000538516480713451,2.672,2.749,2.7210000000000005,2.714,0.02489176570675529,0.124,0.128,0.12575,0.126,0.0009420721840708395,1.0010000000000001,1.03,1.0192,1.018,0.009667471230885518,3.906,4.026,3.982549999999999,3.9735,0.03881942168554288,0.198,0.2,0.19930000000000003,0.199,0.0007141428428542856,4.094,4.204,4.16525,4.1535,0.03588436288970447,0.246,0.25,0.24749999999999997,0.2475,0.0008660254037844393,64,64,8192,36864,50272,False,3520,2
0.33,0.338,0.3340476190476191,0.335,0.0021707183466745696,0.13,0.132,0.13115000000000002,0.131,0.0005722761571129803,2.701,2.747,2.71975,2.7125000000000004,0.017475339767798494,0.123,0.126,0.12430000000000001,0.124,0.0008426149773176366,1.012,1.03,1.0195500000000002,1.0170000000000001,0.006815240274561093,3.948,4.026,3.9805,3.973,0.03003747659175113,0.197,0.199,0.19745000000000004,0.197,0.0005894913061275804,4.14,4.203,4.163349999999999,4.152,0.024511782880892292,0.243,0.246,0.24474999999999997,0.245,0.0008874119674649432,64,64,8192,36864,50272,False,3488,2
0.331,0.337,0.33404761904761904,0.334,0.0016176464525202898,0.129,0.131,0.13015000000000004,0.13,0.00047696960070847325,2.537,2.567,2.5559000000000003,2.565,0.012949517365523598,0.125,0.127,0.12605,0.126,0.0007399324293474377,0.971,0.983,0.9785999999999999,0.981,0.004476605857119882,3.8000000000000003,3.844,3.83035,3.842,0.01879700774059527,0.197,0.198,0.1977,0.198,0.0004582575694955844,3.74,3.781,3.7681500000000008,3.7800000000000002,0.018009094924509684,0.245,0.248,0.24625,0.246,0.0009937303457175904,64,64,8192,36864,50272,False,3456,2
0.322,0.335,0.3289047619047619,0.33,0.0038409418723953904,0.128,0.131,0.12925,0.129,0.0007664854858377951,2.496,2.566,2.5432499999999996,2.5635000000000003,0.027640323804181428,0.122,0.126,0.12415000000000002,0.124,0.0009096702699330135,0.9550000000000001,0.983,0.97325,0.981,0.010843777017257385,3.746,3.843,3.8095,3.841,0.03994683967474774,0.193,0.196,0.19500000000000003,0.196,0.0012649110640673528,3.6790000000000003,3.781,3.7465,3.7785,0.040171507315509086,0.242,0.247,0.244,0.244,0.001095445115010333,64,64,8192,36864,50272,False,3424,2
0.321,0.33,0.3254761904761905,0.326,0.002259773431943749,0.126,0.129,0.12764999999999999,0.128,0.0006538348415311016,2.48,2.5380000000000003,2.53025,2.536,0.015105876340020806,0.121,0.124,0.12275,0.123,0.0007664854858377951,0.9500000000000001,0.973,0.9695000000000003,0.972,0.005722761571129786,3.715,3.802,3.7877,3.7995,0.025304347452562416,0.191,0.193,0.1927,0.193,0.0006403124237432856,3.654,3.741,3.7277500000000003,3.738,0.026070817018267717,0.24,0.243,0.2411,0.241,0.0010908712114635723,64,64,8192,36864,50272,False,3392,2
0.316,0.327,0.323047619047619,0.323,0.0026632631341161096,0.125,0.128,0.12685,0.127,0.0007921489758877438,2.503,2.565,2.54665,2.5595,0.019466060207448194,0.12,0.125,0.12169999999999996,0.1215,0.001228820572744452,0.9550000000000001,0.982,0.9731000000000002,0.976,0.0073613857391118765,3.749,3.844,3.8186999999999998,3.834,0.026438797249496784,0.189,0.192,0.19100000000000003,0.191,0.0008944271909999167,3.689,3.781,3.7516000000000007,3.757,0.029005861476605048,0.23700000000000002,0.24,0.23835000000000006,0.23800000000000002,0.000792148975887738,64,64,8192,36864,50272,False,3360,2
0.316,0.323,0.319952380952381,0.32,0.0020348438684972873,0.125,0.127,0.1256,0.1255,0.0006633249580710806,2.488,2.541,2.5297499999999995,2.5260000000000002,0.012065964528374806,0.11800000000000001,0.12,0.11955000000000002,0.12,0.000589491306127574,0.9400000000000001,0.966,0.9616000000000001,0.962,0.00541664102558032,3.74,3.802,3.7904000000000004,3.7880000000000003,0.013070577645995592,0.188,0.189,0.18885000000000002,0.189,0.0003570714214271428,3.6870000000000003,3.755,3.7360999999999995,3.7285000000000004,0.016555663683464894,0.234,0.23700000000000002,0.23535000000000003,0.23500000000000001,0.0007262919523166982,64,64,8192,36864,50272,False,3328,2
0.31,0.318,0.3147142857142858,0.315,0.002602981022612659,0.123,0.125,0.12405000000000002,0.124,0.0008046738469715547,2.469,2.541,2.5144499999999996,2.5260000000000002,0.029104080469927223,0.116,0.11900000000000001,0.11780000000000002,0.11800000000000001,0.001029563014098701,0.9390000000000001,0.966,0.9554499999999999,0.96,0.01058052456166513,3.7030000000000003,3.8000000000000003,3.7646,3.787,0.041433561275854576,0.185,0.187,0.18624999999999997,0.187,0.0009420721840708396,3.644,3.755,3.70915,3.7285000000000004,0.04691404373958823,0.232,0.234,0.2324,0.232,0.0005830951894845306,64,64,8192,36864,50272,False,3296,2
0.309,0.316,0.3129523809523809,0.313,0.0019389783877621285,0.122,0.126,0.12375,0.124,0.0009420721840708396,2.496,2.541,2.5263,2.5260000000000002,0.015865371095565368,0.115,0.11900000000000001,0.11695000000000003,0.117,0.001023474474522937,0.9490000000000001,0.965,0.9605499999999999,0.961,0.005142713291638926,3.744,3.799,3.7841500000000012,3.787,0.018199656590166688,0.184,0.185,0.18475000000000003,0.185,0.0004330127018922198,3.686,3.7560000000000002,3.731550000000001,3.7295,0.02536823801528202,0.229,0.232,0.2304,0.23,0.0007348469228349541,64,64,8192,36864,50272,False,3264,2
0.304,0.313,0.30885714285714283,0.31,0.0029485382057929015,0.121,0.124,0.12265000000000001,0.123,0.0007921489758877436,2.469,2.54,2.5107000000000004,2.5105,0.025369469840735775,0.112,0.11800000000000001,0.11500000000000002,0.115,0.0012649110640673528,0.9400000000000001,0.967,0.9550000000000001,0.9550000000000001,0.009137833441248489,3.701,3.8000000000000003,3.7621500000000005,3.7635,0.03511591519525018,0.181,0.183,0.18234999999999996,0.1825,0.000726291952316698,3.646,3.7560000000000002,3.7063,3.6895000000000002,0.040793504384889545,0.227,0.228,0.22725000000000004,0.227,0.0004330127018922196,64,64,8192,36864,50272,False,3232,2
0.303,0.31,0.3066190476190476,0.307,0.0017855555485002564,0.121,0.123,0.12149999999999998,0.121,0.0005916079783099621,2.496,2.5260000000000002,2.5168,2.525,0.012408061895396914,0.112,0.115,0.11374999999999999,0.114,0.0007664854858377951,0.898,0.91,0.9058999999999999,0.908,0.004392038251199553,3.589,3.6310000000000002,3.61965,3.6285,0.016282736256538713,0.181,0.182,0.18175,0.182,0.0004330127018922198,3.685,3.729,3.7171999999999996,3.728,0.017165663401103995,0.224,0.226,0.22440000000000002,0.224,0.0005830951894845307,64,64,8192,36864,50272,False,3200,2
0.298,0.306,0.3027142857142857,0.303,0.0023531712572582566,0.11900000000000001,0.121,0.12005000000000002,0.12,0.0006689544080129788,2.468,2.5260000000000002,2.5098499999999997,2.524,0.018911041748142798,0.111,0.113,0.11225,0.112,0.0006224949798994371,0.887,0.909,0.90245,0.907,0.006522844471547677,3.5540000000000003,3.6310000000000002,3.6115000000000004,3.6270000000000002,0.022328233248512967,0.178,0.18,0.17940000000000003,0.1795,0.0006633249580710806,3.6430000000000002,3.728,3.7039999999999997,3.7264999999999997,0.028257742301889516,0.221,0.223,0.22210000000000002,0.222,0.0005385164807134509,64,64,8192,36864,50272,False,3168,2
0.292,0.305,0.29861904761904756,0.301,0.004088033529778052,0.11800000000000001,0.121,0.11915000000000002,0.11900000000000001,0.0009630680142129065,2.452,2.541,2.5001499999999997,2.5045,0.03683242457400819,0.109,0.113,0.11090000000000003,0.111,0.0010908712114635723,0.88,0.913,0.8993499999999998,0.9015,0.01278387656385966,3.528,3.6510000000000002,3.5990500000000005,3.6055,0.049148219703260894,0.17500000000000002,0.178,0.17685,0.177,0.0011079259903080086,3.624,3.755,3.69405,3.6959999999999997,0.054236035068946524,0.219,0.22,0.21960000000000002,0.22,0.000489897948556636,64,64,8192,36864,50272,False,3136,2
0.294,0.301,0.29747619047619045,0.297,0.0019424836242258243,0.117,0.11900000000000001,0.11825,0.11800000000000001,0.0006224949798994372,2.496,2.525,2.5128999999999997,2.524,0.013902877400020438,0.108,0.111,0.10945,0.1095,0.0007399324293474377,0.895,0.907,0.90195,0.905,0.0050047477458909,3.587,3.632,3.6136500000000007,3.6285,0.019665388376536058,0.17400000000000002,0.176,0.1748,0.17500000000000002,0.0006782329983125202,3.684,3.728,3.7102000000000004,3.727,0.020989521195110605,0.216,0.217,0.21655000000000002,0.217,0.0004974937185533104,64,64,8192,36864,50272,False,3104,2
0.29,0.298,0.2927142857142857,0.292,0.0020963200669576344,0.116,0.11900000000000001,0.11750000000000001,0.117,0.000741619848709567,2.278,2.333,2.2916000000000003,2.2880000000000003,0.015173661390712509,0.108,0.111,0.10969999999999999,0.11,0.0007810249675906662,0.88,0.901,0.8856999999999999,0.886,0.005348831648126538,3.33,3.411,3.3431000000000006,3.3354999999999997,0.01915176232099805,0.17400000000000002,0.176,0.17465,0.17500000000000002,0.0005722761571129771,3.646,3.732,3.6732,3.676,0.02259778750231978,0.214,0.215,0.21410000000000004,0.214,0.00030000000000000024,64,64,8192,36864,50272,False,3072,2
0.28600000000000003,0.294,0.29033333333333333,0.29,0.0018344152651674419,0.116,0.11800000000000001,0.11635,0.116,0.0006538348415311016,2.265,2.318,2.2870499999999994,2.291,0.012257548694579994,0.107,0.11,0.10830000000000002,0.108,0.0008426149773176365,0.876,0.898,0.8849499999999999,0.886,0.005678688228807781,3.302,3.38,3.3348000000000004,3.3395,0.020865282169191923,0.17200000000000001,0.17400000000000002,0.17255000000000004,0.17250000000000001,0.0005894913061275802,3.638,3.721,3.672800000000001,3.6790000000000003,0.023393588865328125,0.211,0.213,0.2116,0.2115,0.0006633249580710806,64,64,8192,36864,50272,False,3040,2
0.28400000000000003,0.29,0.28752380952380957,0.28800000000000003,0.0015620209016053862,0.114,0.117,0.11535000000000002,0.115,0.000726291952316698,2.271,2.333,2.3021,2.2969999999999997,0.0179663574494109,0.106,0.109,0.10759999999999999,0.1075,0.0008000000000000007,0.884,0.901,0.8905000000000001,0.888,0.006004165220911236,3.33,3.41,3.3598999999999997,3.3495,0.028151198908749873,0.171,0.17200000000000001,0.17124999999999996,0.171,0.0004330127018922197,3.64,3.732,3.692100000000001,3.6875,0.02399562460116424,0.209,0.211,0.2097,0.21,0.0005567764362830027,64,64,8192,36864,50272,False,3008,2
0.278,0.28700000000000003,0.2830000000000001,0.28300000000000003,0.002203892660077361,0.113,0.115,0.11435000000000002,0.114,0.0006538348415311016,2.24,2.291,2.2826999999999997,2.29,0.017801966183542704,0.105,0.108,0.1062,0.106,0.0006782329983125274,0.866,0.887,0.8824500000000001,0.886,0.007317615731917063,3.265,3.339,3.3234500000000002,3.338,0.028730602151712758,0.167,0.169,0.16875,0.169,0.0005361902647381809,3.598,3.68,3.6640000000000006,3.6790000000000003,0.030482782025268048,0.20700000000000002,0.20800000000000002,0.20775000000000002,0.20800000000000002,0.00043301270189221973,64,64,8192,36864,50272,False,2976,2
0.277,0.28600000000000003,0.28200000000000014,0.28200000000000003,0.002093072473889136,0.113,0.116,0.11400000000000003,0.114,0.0007745966692414841,2.279,2.332,2.3087000000000004,2.3095,0.019227844392962972,0.10400000000000001,0.107,0.10525000000000002,0.105,0.0009420721840708349,0.8310000000000001,0.85,0.84155,0.842,0.007010527797534193,3.331,3.4090000000000003,3.3706500000000004,3.3625,0.0287215511419562,0.166,0.168,0.16720000000000004,0.167,0.0008124038404635969,3.22,3.294,3.2584000000000004,3.2525000000000004,0.02621716994643011,0.20800000000000002,0.21,0.20929999999999999,0.209,0.0007141428428542781,64,64,8192,36864,50272,False,2944,2
0.271,0.28300000000000003,0.2786666666666667,0.28,0.003956108397250217,0.112,0.114,0.11274999999999999,0.1125,0.0008291561975888507,2.239,2.333,2.2987,2.316,0.03974430776853455,0.10200000000000001,0.106,0.10410000000000001,0.10400000000000001,0.00113578166916005,0.8160000000000001,0.849,0.8378499999999999,0.846,0.014269810790616634,3.263,3.4090000000000003,3.3552500000000003,3.3805,0.062036984936407066,0.164,0.166,0.16549999999999998,0.166,0.0008660254037844393,3.157,3.2920000000000003,3.24815,3.2665,0.05463357484184983,0.20600000000000002,0.20700000000000002,0.20615,0.20600000000000002,0.0003570714214271428,64,64,8192,36864,50272,False,2912,2
0.272,0.28,0.27619047619047626,0.276,0.0018674925286788185,0.111,0.114,0.11220000000000001,0.112,0.0006782329983125276,2.29,2.317,2.3096500000000004,2.316,0.01096483014004319,0.10200000000000001,0.105,0.10345000000000001,0.10350000000000001,0.0008645808232895274,0.835,0.846,0.8428000000000001,0.8445,0.003776241517699845,3.335,3.378,3.3683500000000004,3.375,0.01431528902956561,0.163,0.165,0.16410000000000005,0.164,0.0005385164807134509,3.198,3.265,3.2550500000000007,3.2640000000000002,0.01827970185752503,0.203,0.20500000000000002,0.2037,0.20400000000000001,0.0007141428428542856,64,64,8192,36864,50272,False,2880,2
0.268,0.277,0.27276190476190476,0.273,0.0024281045302822807,0.109,0.112,0.1106,0.111,0.0009165151389911689,2.2640000000000002,2.333,2.3085500000000003,2.316,0.02375599924229657,0.1,0.10300000000000001,0.10170000000000001,0.10200000000000001,0.0006403124237432854,0.8250000000000001,0.85,0.84135,0.8445,0.008592293058316824,3.299,3.4090000000000003,3.3704500000000004,3.3765,0.037790838836945624,0.161,0.163,0.16214999999999996,0.162,0.0006538348415311017,3.189,3.295,3.25785,3.2640000000000002,0.034193968766436024,0.201,0.202,0.20115000000000002,0.201,0.00035707142142714273,64,64,8192,36864,50272,False,2848,2
0.262,0.271,0.26790476190476187,0.268,0.0025617100297738627,0.108,0.111,0.10955,0.1095,0.0008645808232895298,2.0380000000000003,2.109,2.08605,2.0845000000000002,0.025714733131028192,0.099,0.10300000000000001,0.10095000000000001,0.101,0.0009205976319760993,0.803,0.834,0.8232000000000002,0.8230000000000001,0.010414413089560056,3.052,3.157,3.1228,3.1205,0.037030527946547064,0.158,0.161,0.15975000000000003,0.16,0.0008291561975888506,3.152,3.261,3.2257,3.2245,0.04004010489496754,0.198,0.2,0.1989,0.199,0.00043588989435406776,64,64,8192,36864,50272,False,2816,2
0.261,0.269,0.2662380952380953,0.267,0.0018747637795266231,0.107,0.11,0.10835000000000002,0.108,0.000726291952316698,2.061,2.109,2.09185,2.0865,0.015418414315356871,0.098,0.10200000000000001,0.10045000000000001,0.1,0.0009733961166965903,0.8130000000000001,0.833,0.82585,0.8230000000000001,0.006310903263400547,3.086,3.157,3.13255,3.1205,0.02287241788705344,0.157,0.159,0.15799999999999997,0.158,0.0007071067811865482,3.1870000000000003,3.2600000000000002,3.2365000000000004,3.229,0.023817010727629182,0.195,0.197,0.19605000000000003,0.196,0.0004974937185533104,64,64,8192,36864,50272,False,2784,2
0.258,0.264,0.2603809523809524,0.26,0.0017586843154875622,0.105,0.108,0.10715000000000001,0.107,0.0008529361054615998,2.06,2.095,2.06795,2.0614999999999997,0.011151121019879638,0.097,0.1,0.09825000000000003,0.098,0.0006982120021884477,0.812,0.8240000000000001,0.8160999999999999,0.8140000000000001,0.004170131892398612,3.084,3.1390000000000002,3.0963000000000003,3.086,0.018297814077096828,0.155,0.156,0.15530000000000005,0.155,0.0004582575694955844,3.1870000000000003,3.236,3.1975000000000002,3.188,0.017448495637160166,0.194,0.194,0.194,0.194,0.0,64,64,8192,36864,50272,False,2752,2
0.253,0.262,0.2578095238095239,0.257,0.003033449201644381,0.105,0.108,0.10655,0.107,0.0007399324293474377,2.036,2.11,2.07305,2.0635000000000003,0.027168870053794994,0.096,0.099,0.09715,0.097,0.0007921489758877436,0.801,0.833,0.8159000000000001,0.8125,0.010940292500660118,3.048,3.1590000000000003,3.10495,3.0995,0.04018392091371874,0.153,0.155,0.15389999999999995,0.154,0.0008306623862918082,3.15,3.2600000000000002,3.2068,3.1855,0.040596305250601386,0.191,0.192,0.19180000000000003,0.192,0.00040000000000000034,64,64,8192,36864,50272,False,2720,2
0.252,0.26,0.2556190476190476,0.255,0.001987489214734212,0.10400000000000001,0.108,0.10520000000000003,0.105,0.0008717797887081326,2.062,2.126,2.0854500000000002,2.083,0.018578145763234806,0.095,0.098,0.09635000000000002,0.096,0.001061838029079766,0.765,0.787,0.7745000000000002,0.774,0.0061846584384264965,2.947,3.0260000000000002,2.97965,2.979,0.02269421732512494,0.152,0.154,0.15250000000000002,0.152,0.0007416198487095669,3.1870000000000003,3.2760000000000002,3.224,3.222,0.025808913189051565,0.189,0.19,0.1895,0.1895,0.0005000000000000004,64,64,8192,36864,50272,False,2688,2
0.249,0.258,0.25223809523809526,0.251,0.0028603156986059465,0.10300000000000001,0.106,0.10390000000000003,0.10400000000000001,0.0008306623862918037,2.061,2.125,2.0750999999999995,2.062,0.023265639900935532,0.093,0.097,0.09465,0.095,0.001061838029079766,0.765,0.787,0.7707000000000002,0.7665,0.007975587752636171,2.944,3.0260000000000002,2.9640500000000007,2.948,0.029564294343007756,0.15,0.152,0.1504,0.15,0.0007348469228349541,3.1870000000000003,3.2760000000000002,3.20745,3.1870000000000003,0.032396720513039566,0.186,0.188,0.18679999999999997,0.187,0.0005099019513592789,64,64,8192,36864,50272,False,2656,2
0.248,0.253,0.24971428571428567,0.25,0.0010301575072754264,0.101,0.10300000000000001,0.10245000000000001,0.10250000000000001,0.0005894913061275802,2.082,2.083,2.0828999999999995,2.083,0.00030000000000010015,0.091,0.095,0.09335000000000002,0.093,0.0008529361054615998,0.772,0.775,0.7733000000000001,0.773,0.0008426149773176366,2.973,2.98,2.97625,2.976,0.001639359631075523,0.148,0.149,0.1486,0.149,0.000489897948556636,3.221,3.223,3.2218000000000004,3.222,0.0005099019513592223,0.184,0.185,0.1844,0.184,0.0004898979485566361,64,64,8192,36864,50272,False,2624,2
0.245,0.249,0.24690476190476185,0.247,0.0012307474269828665,0.098,0.1,0.09880000000000001,0.099,0.000509901951359279,2.061,2.097,2.0837,2.0825,0.012751862609046635,0.091,0.093,0.09215,0.092,0.000726291952316698,0.764,0.776,0.7724,0.774,0.003992492955535429,2.944,2.99,2.9736999999999996,2.9775,0.015000333329629748,0.146,0.147,0.14649999999999996,0.1465,0.0005000000000000004,3.1870000000000003,3.234,3.2200499999999996,3.222,0.017485636962947512,0.182,0.183,0.18214999999999998,0.182,0.00035707142142714284,64,64,8192,36864,50272,False,2592,2
0.241,0.248,0.2447619047619048,0.246,0.002467015970854977,0.097,0.098,0.09745000000000001,0.097,0.0004974937185533104,1.859,1.903,1.88795,1.9005,0.016818070638453156,0.091,0.093,0.09215,0.092,0.000726291952316698,0.712,0.729,0.7234999999999999,0.728,0.006652067347825041,2.876,2.943,2.9224,2.942,0.02630855374208169,0.14400000000000002,0.146,0.14475,0.145,0.0005361902647381693,2.738,2.8040000000000003,2.7800000000000002,2.8015,0.026724520575681043,0.182,0.184,0.18274999999999997,0.183,0.0006224949798994372,64,64,8192,36864,50272,False,2560,2
0.23800000000000002,0.246,0.24185714285714288,0.242,0.002076758332129185,0.096,0.097,0.09615000000000001,0.096,0.0003570714214271428,1.858,1.917,1.8921000000000003,1.901,0.016667033329300078,0.089,0.093,0.09110000000000001,0.091,0.0009949874371066208,0.712,0.733,0.7246499999999998,0.728,0.006612677218797247,2.876,2.955,2.92525,2.942,0.026944155210360674,0.14100000000000001,0.14400000000000002,0.14269999999999997,0.14300000000000002,0.0006403124237432853,2.74,2.827,2.7878,2.802,0.026307033280094455,0.18,0.182,0.18055000000000004,0.1805,0.0005894913061275802,64,64,8192,36864,50272,False,2528,2
0.23500000000000001,0.242,0.2384285714285714,0.23900000000000002,0.0016781914463529543,0.094,0.096,0.09505,0.095,0.0004974937185533105,1.853,1.901,1.8862500000000004,1.8915000000000002,0.015198272928198142,0.089,0.092,0.08975000000000001,0.09,0.0007664854858377953,0.709,0.73,0.7229999999999999,0.7224999999999999,0.006164414002968982,2.872,2.943,2.9212,2.919,0.022157617200412223,0.14,0.14200000000000002,0.1409,0.14100000000000001,0.0005385164807134509,2.732,2.803,2.7826,2.7880000000000003,0.020266721491153886,0.177,0.179,0.17794999999999997,0.178,0.0003840572873934307,64,64,8192,36864,50272,False,2496,2
0.233,0.24,0.23728571428571432,0.23700000000000002,0.0017222039352404854,0.094,0.095,0.09430000000000001,0.094,0.0004582575694955844,1.889,1.921,1.90545,1.9015,0.00915682805342546,0.088,0.091,0.08915000000000001,0.089,0.0007262919523166982,0.727,0.735,0.7296499999999999,0.728,0.0031507935508376327,2.9410000000000003,2.975,2.9509000000000007,2.9410000000000003,0.015125805763660917,0.139,0.14100000000000001,0.13985000000000003,0.14,0.0005722761571129803,2.786,2.826,2.8035500000000004,2.795,0.0141896969664613,0.17500000000000002,0.177,0.17600000000000002,0.176,0.0003162277660168338,64,64,8192,36864,50272,False,2464,2
0.233,0.23900000000000002,0.23580952380952386,0.23500000000000001,0.0016218463205644204,0.093,0.094,0.09335000000000002,0.093,0.00047696960070847325,1.9000000000000001,1.92,1.9115500000000005,1.9165,0.008267254683387907,0.08700000000000001,0.089,0.08785000000000001,0.088,0.0005722761571129752,0.717,0.727,0.7224499999999999,0.723,0.0031220986531498357,2.736,2.766,2.7527999999999997,2.7545,0.011569788243524524,0.138,0.139,0.13895000000000005,0.139,0.00021794494717703388,2.7880000000000003,2.82,2.8053000000000003,2.8045,0.012377802712921089,0.171,0.17300000000000001,0.17240000000000003,0.17250000000000001,0.0006633249580710807,64,64,8192,36864,50272,False,2432,2
0.23,0.23600000000000002,0.23219047619047625,0.232,0.001735320681741773,0.091,0.093,0.09210000000000002,0.092,0.00043588989435406776,1.899,1.92,1.90685,1.901,0.009467180150393205,0.084,0.088,0.0863,0.08600000000000001,0.0008426149773176352,0.718,0.727,0.7212999999999997,0.719,0.0036069377593742897,2.734,2.766,2.7471500000000004,2.736,0.014697873995921998,0.137,0.138,0.1374,0.137,0.000489897948556636,2.7880000000000003,2.819,2.8004000000000007,2.7880000000000003,0.015087743370033697,0.169,0.17,0.16945,0.169,0.0004974937185533104,64,64,8192,36864,50272,False,2400,2
0.225,0.231,0.22766666666666668,0.228,0.0017548119783512663,0.09,0.092,0.09079999999999999,0.091,0.0006000000000000005,1.8780000000000001,1.917,1.8966500000000004,1.8985,0.012931647226861692,0.084,0.08600000000000001,0.08475,0.085,0.0006982120021884477,0.709,0.722,0.7158,0.7175,0.004308131845707607,2.704,2.755,2.72795,2.7335000000000003,0.018760263857419433,0.133,0.135,0.1341,0.134,0.00043588989435406776,2.7560000000000002,2.806,2.7814,2.787,0.017582377541163204,0.167,0.169,0.16785,0.168,0.0005722761571129803,64,64,8192,36864,50272,False,2368,2
0.224,0.229,0.22580952380952382,0.225,0.0011388819755334674,0.088,0.09,0.08975000000000002,0.09,0.0005361902647381809,1.9000000000000001,1.917,1.90945,1.9120000000000001,0.006248799884777865,0.082,0.084,0.08345,0.0835,0.0005894913061275802,0.717,0.722,0.71995,0.7204999999999999,0.0015960889699512383,2.735,2.755,2.7469999999999994,2.7515,0.007720103626247497,0.133,0.134,0.1332,0.133,0.0004000000000000003,2.7880000000000003,2.8040000000000003,2.7970499999999996,2.801,0.006711743439673417,0.165,0.166,0.16525,0.165,0.0004330127018922198,64,64,8192,36864,50272,False,2336,2
0.219,0.226,0.22147619047619052,0.221,0.0017625481450782633,0.08600000000000001,0.089,0.08764999999999999,0.088,0.0006538348415310957,1.677,1.717,1.6942000000000004,1.698,0.010308249123881352,0.082,0.085,0.08360000000000001,0.084,0.0008000000000000007,0.658,0.674,0.66515,0.667,0.004114304315434145,2.509,2.57,2.5360499999999995,2.541,0.014048042568272636,0.131,0.132,0.13165000000000002,0.132,0.00047696960070847325,2.732,2.938,2.7960000000000003,2.7785,0.05377638887095338,0.163,0.166,0.16430000000000003,0.164,0.0007810249675906661,64,64,8192,36864,50272,False,2304,2
0.215,0.223,0.2195714285714286,0.22,0.0020603150145508528,0.08600000000000001,0.088,0.08675000000000001,0.08700000000000001,0.0006224949798994344,1.678,1.729,1.7052,1.7085,0.016095340940781605,0.081,0.083,0.08199999999999999,0.082,0.0006324555320336764,0.658,0.677,0.6685500000000001,0.6695,0.006344091739563676,2.511,2.586,2.5509,2.5575,0.02503577440384057,0.13,0.131,0.13060000000000005,0.131,0.000489897948556636,2.684,2.853,2.7837,2.793,0.04781119115855617,0.161,0.163,0.1624,0.162,0.0005830951894845306,64,64,8192,36864,50272,False,2272,2
