time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.077,0.08,0.07842857142857144,0.078,0.0007911070345636268,0.025,0.027,0.025900000000000006,0.026000000000000002,0.00043588989435406727,0.751,0.761,0.7540000000000001,0.7525,0.0033166247903554024,0.027,0.029,0.028200000000000003,0.028,0.0006782329983125274,0.245,0.249,0.2468,0.247,0.001029563014098701,1.02,1.032,1.0228000000000002,1.0210000000000001,0.004621688003316524,0.046,0.047,0.04615000000000001,0.046,0.0003570714214271428,1.082,1.095,1.0852499999999998,1.083,0.004380353866983809,0.051000000000000004,0.052000000000000005,0.05170000000000001,0.052000000000000005,0.0004582575694955844,64,64,8192,36864,50272,False,808,2
0.076,0.078,0.07723809523809524,0.077,0.0007499055118106492,0.025,0.026000000000000002,0.025550000000000007,0.026000000000000002,0.0004974937185533104,0.744,0.761,0.7508,0.7455,0.007338937252763515,0.027,0.029,0.02815,0.028,0.00047696960070847325,0.244,0.248,0.24590000000000006,0.245,0.0015779733838059515,1.01,1.032,1.0181499999999999,1.0110000000000001,0.010169931169875216,0.045,0.046,0.045450000000000004,0.045,0.0004974937185533104,1.072,1.096,1.08085,1.072,0.010743719095359844,0.051000000000000004,0.052000000000000005,0.05115000000000001,0.051000000000000004,0.00035707142142714284,64,64,8192,36864,50272,False,800,2
0.075,0.077,0.0760952380952381,0.076,0.0005259695722470128,0.025,0.026000000000000002,0.025300000000000007,0.025,0.0004582575694955844,0.745,0.753,0.7481000000000001,0.746,0.003519943181359612,0.027,0.029,0.027950000000000003,0.028,0.00038405728739343076,0.244,0.247,0.24510000000000004,0.245,0.001135781669160056,1.01,1.0210000000000001,1.01455,1.0110000000000001,0.004779905856813494,0.045,0.045,0.045000000000000005,0.045,6.938893903907228e-18,1.071,1.084,1.0761000000000003,1.072,0.005156549233741506,0.05,0.05,0.05000000000000001,0.05,6.938893903907228e-18,64,64,8192,36864,50272,False,792,2
0.074,0.077,0.07595238095238095,0.076,0.0007853534524986026,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,0.744,0.753,0.74815,0.745,0.0037983549070617437,0.027,0.029,0.027750000000000004,0.028,0.0006982120021884477,0.243,0.247,0.24500000000000002,0.245,0.0012649110640673528,1.01,1.0210000000000001,1.0143000000000002,1.01,0.005177837386399884,0.044,0.045,0.04410000000000001,0.044,0.0003000000000000003,1.071,1.083,1.0756999999999999,1.072,0.005469003565550152,0.048,0.049,0.04865000000000001,0.049,0.0004769696007084732,64,64,8192,36864,50272,False,784,2
0.073,0.077,0.07504761904761906,0.075,0.0011328930717495551,0.024,0.026000000000000002,0.025000000000000005,0.025,0.0003162277660168382,0.744,0.753,0.7479000000000002,0.7455,0.003700000000000003,0.027,0.028,0.0274,0.027,0.0004898979485566361,0.243,0.246,0.24455,0.2445,0.0009733961166965902,1.01,1.0210000000000001,1.0147000000000002,1.0110000000000001,0.0050606323715520225,0.043000000000000003,0.044,0.04395,0.044,0.00021794494717703236,1.071,1.083,1.0757999999999999,1.072,0.005372150407425329,0.047,0.049,0.04825000000000001,0.048,0.0006224949798994372,64,64,8192,36864,50272,False,776,2
0.07200000000000001,0.077,0.07514285714285715,0.075,0.0010367400503370104,0.024,0.026000000000000002,0.025000000000000005,0.025,0.0003162277660168382,0.615,0.629,0.62025,0.621,0.005117372372614684,0.023,0.024,0.023700000000000006,0.024,0.00045825756949558437,0.212,0.218,0.21439999999999998,0.214,0.0018814887722226794,0.8290000000000001,0.847,0.8365499999999999,0.837,0.006822572828486292,0.044,0.045,0.04485000000000001,0.045,0.00035707142142714284,0.905,0.926,0.91385,0.915,0.007938986081358254,0.046,0.048,0.04685000000000001,0.047,0.0004769696007084732,64,64,8192,36864,50272,False,768,2
0.07200000000000001,0.075,0.07414285714285715,0.074,0.0007095078297976814,0.024,0.025,0.024950000000000007,0.025,0.00021794494717703385,0.617,0.628,0.6238500000000001,0.621,0.003664355332115054,0.023,0.025,0.024050000000000005,0.024,0.0004974937185533104,0.214,0.217,0.21565000000000004,0.216,0.0013883443376914834,0.837,0.848,0.84155,0.838,0.004587755442479474,0.044,0.045,0.044700000000000004,0.045,0.0004582575694955844,0.915,0.926,0.9194999999999999,0.915,0.004984977432245811,0.046,0.047,0.04650000000000001,0.0465,0.0005000000000000006,64,64,8192,36864,50272,False,760,2
0.07,0.074,0.07285714285714287,0.073,0.0010367400503370067,0.024,0.025,0.024400000000000005,0.024,0.000489897948556636,0.614,0.632,0.62075,0.621,0.005457792594080509,0.023,0.024,0.023350000000000003,0.023,0.00047696960070847325,0.212,0.218,0.21430000000000002,0.2145,0.0021702534414210725,0.8270000000000001,0.853,0.83735,0.8374999999999999,0.008504557601662731,0.044,0.044,0.044000000000000004,0.044,6.938893903907228e-18,0.905,0.931,0.9150500000000001,0.915,0.008691806486571139,0.046,0.046,0.046000000000000006,0.046,6.938893903907228e-18,64,64,8192,36864,50272,False,752,2
0.07,0.073,0.07252380952380953,0.073,0.0007315376902731959,0.023,0.024,0.023950000000000006,0.024,0.00021794494717703385,0.621,0.621,0.6210000000000001,0.621,1.1102230246251565e-16,0.023,0.025,0.023500000000000004,0.023,0.0005916079783099621,0.215,0.215,0.215,0.215,0.0,0.836,0.84,0.8374499999999999,0.837,0.0009205976319760994,0.044,0.044,0.044000000000000004,0.044,6.938893903907228e-18,0.915,0.915,0.9149999999999998,0.915,2.220446049250313e-16,0.044,0.046,0.04440000000000001,0.044,0.0006633249580710807,64,64,8192,36864,50272,False,744,2
0.07,0.073,0.07152380952380952,0.07200000000000001,0.0007939681905015729,0.023,0.024,0.023950000000000006,0.024,0.00021794494717703385,0.608,0.631,0.61905,0.6214999999999999,0.00824302735649956,0.023,0.024,0.023400000000000004,0.023,0.000489897948556636,0.21,0.219,0.2144,0.215,0.0029051678092667926,0.8210000000000001,0.853,0.83535,0.838,0.010969389226388092,0.043000000000000003,0.044,0.04305000000000001,0.043000000000000003,0.00021794494717703236,0.896,0.931,0.9115,0.916,0.013470337783441082,0.044,0.044,0.044000000000000004,0.044,6.938893903907228e-18,64,64,8192,36864,50272,False,736,2
0.068,0.073,0.07171428571428572,0.07200000000000001,0.0010753895038701135,0.024,0.025,0.024100000000000003,0.024,0.00030000000000000024,0.623,0.632,0.62625,0.624,0.003269174207655508,0.023,0.024,0.023300000000000005,0.023,0.0004582575694955844,0.216,0.219,0.21690000000000004,0.216,0.001300000000000001,0.841,0.853,0.8447999999999999,0.842,0.004686149805543997,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.919,0.931,0.9227500000000003,0.92,0.005018714974971188,0.043000000000000003,0.044,0.04340000000000001,0.043000000000000003,0.0004898979485566326,64,64,8192,36864,50272,False,728,2
0.066,0.073,0.0710952380952381,0.07100000000000001,0.001305838971504961,0.024,0.025,0.024150000000000005,0.024,0.00035707142142714284,0.614,0.628,0.6271000000000001,0.628,0.0030315012782448263,0.023,0.024,0.023300000000000005,0.023,0.0004582575694955844,0.212,0.217,0.21674999999999994,0.217,0.0010897247358851695,0.8320000000000001,0.847,0.8449499999999999,0.846,0.003024483426967302,0.042,0.042,0.04200000000000001,0.042,6.938893903907228e-18,0.925,0.925,0.9250000000000002,0.925,1.1102230246251565e-16,0.041,0.043000000000000003,0.04155000000000001,0.041,0.0007399324293474377,64,64,8192,36864,50272,False,720,2
0.066,0.07200000000000001,0.06952380952380954,0.07,0.001096272803163938,0.023,0.024,0.023850000000000003,0.024,0.00035707142142714284,0.614,0.621,0.61675,0.614,0.0032844329799830018,0.022,0.024,0.022750000000000003,0.023,0.0006224949798994372,0.212,0.215,0.21285000000000004,0.212,0.0010618380290797662,0.8270000000000001,0.837,0.83145,0.8290000000000001,0.003980891859872559,0.041,0.042,0.04105000000000001,0.041,0.00021794494717703385,0.905,0.915,0.909,0.905,0.004806245936279171,0.04,0.041,0.04075000000000001,0.041,0.0004330127018922197,64,64,8192,36864,50272,False,712,2
0.065,0.07,0.06904761904761905,0.069,0.0009988655696858597,0.023,0.024,0.023950000000000006,0.024,0.00021794494717703385,0.62,0.621,0.6205999999999999,0.621,0.000489897948556636,0.022,0.024,0.022700000000000005,0.023,0.0005567764362830027,0.214,0.215,0.21415,0.214,0.0003570714214271428,0.835,0.838,0.8366,0.837,0.0007348469228349541,0.04,0.041,0.04080000000000001,0.041,0.00040000000000000034,0.914,0.915,0.9148000000000002,0.915,0.00040000000000000034,0.039,0.04,0.039650000000000005,0.04,0.0004769696007084733,64,64,8192,36864,50272,False,704,2
0.063,0.069,0.06776190476190477,0.068,0.0011086139739831262,0.023,0.024,0.023300000000000005,0.023,0.0004582575694955844,0.614,0.615,0.6144500000000002,0.614,0.0004974937185533104,0.022,0.024,0.022550000000000004,0.0225,0.0005894913061275804,0.212,0.213,0.21205,0.212,0.00021794494717703385,0.8270000000000001,0.8300000000000001,0.8287500000000001,0.8290000000000001,0.0006982120021884477,0.04,0.04,0.04000000000000001,0.04,6.938893903907228e-18,0.905,0.906,0.9050500000000001,0.905,0.00021794494717703388,0.038,0.039,0.03815,0.038,0.00035707142142714284,64,64,8192,36864,50272,False,696,2
0.062,0.069,0.06714285714285716,0.067,0.0013552618543578782,0.023,0.024,0.023400000000000004,0.023,0.000489897948556636,0.608,0.614,0.61015,0.608,0.0025548972582082456,0.021,0.023,0.0221,0.022,0.0004358898943540673,0.21,0.212,0.21115,0.211,0.0007921489758877436,0.8190000000000001,0.8270000000000001,0.8225,0.8205,0.0031224989991992017,0.039,0.04,0.03950000000000001,0.0395,0.0005000000000000004,0.896,0.904,0.8992000000000001,0.896,0.003919183588453088,0.037,0.038,0.03705000000000001,0.037,0.00021794494717703385,64,64,8192,36864,50272,False,688,2
0.062,0.068,0.06642857142857143,0.067,0.001136889179648889,0.023,0.024,0.023350000000000003,0.023,0.0004769696007084732,0.607,0.621,0.6133499999999998,0.614,0.003953163290328396,0.021,0.023,0.0221,0.022,0.0004358898943540674,0.209,0.214,0.21185000000000004,0.212,0.0012757350822173085,0.8180000000000001,0.836,0.8264000000000001,0.8270000000000001,0.005033885179461262,0.039,0.039,0.03900000000000001,0.039,6.938893903907228e-18,0.894,0.914,0.9040000000000001,0.904,0.006252999280345398,0.036000000000000004,0.037,0.03685000000000001,0.037,0.0003570714214271404,64,64,8192,36864,50272,False,680,2
0.06,0.067,0.0652857142857143,0.065,0.0013144927373183117,0.023,0.024,0.023200000000000005,0.023,0.0004000000000000003,0.607,0.614,0.6118500000000001,0.614,0.002937260628544906,0.021,0.023,0.022150000000000003,0.022,0.0004769696007084728,0.21,0.212,0.2113,0.212,0.0009539392014169463,0.8190000000000001,0.8290000000000001,0.8248000000000001,0.8270000000000001,0.003931920650267504,0.038,0.039,0.038650000000000004,0.039,0.0004769696007084733,0.895,0.905,0.9016,0.905,0.004454211490264022,0.035,0.037,0.03590000000000001,0.036000000000000004,0.0005385164807134495,64,64,8192,36864,50272,False,672,2
0.059000000000000004,0.066,0.06471428571428571,0.065,0.0013850513878332367,0.023,0.024,0.023550000000000005,0.024,0.0004974937185533105,0.608,0.614,0.6116000000000001,0.614,0.0029393876913398165,0.021,0.023,0.022000000000000002,0.022,0.0004472135954999575,0.21,0.213,0.21145,0.212,0.001023474474522937,0.8200000000000001,0.8290000000000001,0.8251000000000002,0.8270000000000001,0.0036864617182333554,0.038,0.038,0.038000000000000006,0.038,6.938893903907228e-18,0.896,0.905,0.9014000000000001,0.905,0.0044090815370097245,0.034,0.036000000000000004,0.03505000000000001,0.035,0.0003840572873934307,64,64,8192,36864,50272,False,664,2
0.058,0.065,0.06352380952380954,0.064,0.0013316315670580533,0.023,0.024,0.023150000000000004,0.023,0.0003570714214271428,0.601,0.614,0.6068500000000002,0.608,0.004661276649159545,0.021,0.022,0.021750000000000002,0.022,0.0004330127018922182,0.20800000000000002,0.212,0.20970000000000005,0.21,0.0014525839046333848,0.811,0.8280000000000001,0.8178000000000001,0.8190000000000001,0.005767148342118491,0.037,0.038,0.03715,0.037,0.00035707142142714284,0.886,0.905,0.8941500000000001,0.896,0.006944602220429912,0.034,0.035,0.03490000000000001,0.035,0.0003000000000000003,64,64,8192,36864,50272,False,656,2
0.058,0.065,0.06319047619047619,0.063,0.0013316315670580533,0.022,0.023,0.022250000000000002,0.022,0.00043301270189221973,0.608,0.614,0.6096,0.608,0.002457641145488904,0.021,0.023,0.0216,0.022,0.000583095189484529,0.21,0.212,0.21059999999999998,0.21,0.0009165151389911689,0.8180000000000001,0.8270000000000001,0.82135,0.8200000000000001,0.002937260628544906,0.036000000000000004,0.037,0.03685000000000001,0.037,0.0003570714214271404,0.895,0.904,0.89875,0.896,0.003858432324144098,0.033,0.035,0.03425000000000001,0.034,0.0006982120021884477,64,64,8192,36864,50272,False,648,2
0.056,0.064,0.06295238095238095,0.063,0.0016468206157895793,0.022,0.023,0.022600000000000002,0.023,0.0004898979485566361,0.55,0.5660000000000001,0.55935,0.559,0.0031507935508376323,0.021,0.023,0.021750000000000002,0.022,0.0006224949798994356,0.182,0.187,0.1851,0.185,0.0009433981132056612,0.795,0.8160000000000001,0.8089000000000001,0.809,0.004217819341792632,0.037,0.037,0.037000000000000005,0.037,6.938893903907228e-18,0.7000000000000001,0.721,0.7136500000000001,0.713,0.004339066719929515,0.033,0.034,0.03325000000000001,0.033,0.00043301270189221973,64,64,8192,36864,50272,False,640,2
0.055,0.064,0.06214285714285714,0.062,0.00169833852382162,0.022,0.023,0.022350000000000002,0.022,0.0004769696007084732,0.548,0.561,0.5554500000000001,0.555,0.0025391927851189265,0.021,0.023,0.021750000000000002,0.022,0.0005361902647381794,0.18,0.185,0.18295,0.183,0.0009205976319760993,0.788,0.812,0.8022499999999999,0.802,0.005018714974971187,0.036000000000000004,0.037,0.03615000000000001,0.036000000000000004,0.0003570714214271404,0.705,0.713,0.707,0.706,0.0027018512172212613,0.031,0.033,0.03180000000000001,0.032,0.000509901951359279,64,64,8192,36864,50272,False,632,2
0.054,0.063,0.06104761904761905,0.061,0.00170367083999984,0.021,0.023,0.022000000000000002,0.022,0.0003162277660168377,0.547,0.559,0.5529499999999999,0.553,0.0035139009661628233,0.021,0.022,0.02125,0.021,0.00043301270189221826,0.18,0.185,0.18205000000000002,0.182,0.0013955285736952877,0.787,0.808,0.79775,0.798,0.006854742883580687,0.035,0.036000000000000004,0.03555000000000001,0.036000000000000004,0.0004974937185533104,0.6920000000000001,0.713,0.7032499999999999,0.7055,0.0061471538129446125,0.031,0.032,0.031050000000000005,0.031,0.00021794494717703388,64,64,8192,36864,50272,False,624,2
0.055,0.062,0.06057142857142856,0.061,0.0013299276232160893,0.022,0.023,0.022250000000000002,0.022,0.00043301270189221973,0.555,0.562,0.5578000000000001,0.557,0.0023579652245103214,0.021,0.022,0.021400000000000002,0.021,0.0004898979485566344,0.182,0.185,0.18364999999999998,0.1835,0.0008529361054615998,0.797,0.809,0.8022500000000001,0.8005,0.003793085815006039,0.035,0.036000000000000004,0.03505000000000001,0.035,0.00021794494717703385,0.705,0.713,0.70815,0.706,0.0031348843678834495,0.031,0.031,0.031000000000000007,0.031,6.938893903907228e-18,64,64,8192,36864,50272,False,616,2
0.053,0.061,0.05980952380952381,0.06,0.0015922146187905223,0.022,0.023,0.022050000000000004,0.022,0.00021794494717703388,0.551,0.557,0.5529,0.552,0.0019974984355438197,0.021,0.022,0.021400000000000002,0.021,0.0004898979485566344,0.18,0.184,0.18189999999999998,0.1815,0.0011789826122551605,0.789,0.799,0.79365,0.793,0.0033056769352131222,0.034,0.035,0.03420000000000001,0.034,0.00040000000000000034,0.7000000000000001,0.708,0.7030000000000002,0.7010000000000001,0.00298328677803521,0.029,0.03,0.029900000000000003,0.03,0.0002999999999999992,64,64,8192,36864,50272,False,608,2
0.052000000000000005,0.061,0.05876190476190476,0.059000000000000004,0.0017156079556811244,0.022,0.023,0.022250000000000002,0.022,0.00043301270189221973,0.547,0.56,0.5537500000000002,0.553,0.004459540335056971,0.021,0.022,0.021300000000000003,0.021,0.0004582575694955828,0.18,0.185,0.18255000000000002,0.183,0.0016271140095272996,0.787,0.808,0.7957000000000001,0.7945,0.006165225056719346,0.034,0.035,0.034100000000000005,0.034,0.00030000000000000024,0.6940000000000001,0.715,0.70365,0.7020000000000001,0.006544272304847912,0.029,0.03,0.029250000000000005,0.029,0.0004330127018922182,64,64,8192,36864,50272,False,600,2
0.052000000000000005,0.06,0.05847619047619047,0.059000000000000004,0.0015922146187905219,0.022,0.023,0.022250000000000002,0.022,0.00043301270189221973,0.551,0.557,0.5542,0.555,0.0019899748742132416,0.02,0.022,0.0211,0.021,0.0004358898943540667,0.18,0.183,0.18159999999999996,0.182,0.0009695359714832669,0.788,0.801,0.7945500000000002,0.796,0.004443815927780991,0.033,0.034,0.033400000000000006,0.033,0.000489897948556636,0.6980000000000001,0.707,0.7032,0.705,0.0033105890714493196,0.028,0.028,0.028000000000000004,0.028,3.469446951953614e-18,64,64,8192,36864,50272,False,592,2
0.05,0.059000000000000004,0.057380952380952394,0.058,0.001785555548500255,0.021,0.022,0.021950000000000004,0.022,0.0002179449471770331,0.546,0.557,0.5501999999999999,0.548,0.003994996871087639,0.02,0.022,0.021,0.021,0.0006324555320336754,0.179,0.183,0.18064999999999995,0.18,0.001492481155659931,0.782,0.8,0.7897000000000001,0.786,0.0066865536713616594,0.032,0.033,0.03270000000000001,0.033,0.00045825756949558437,0.6910000000000001,0.706,0.69675,0.6930000000000001,0.006402148077012854,0.027,0.028,0.0273,0.027,0.0004582575694955844,64,64,8192,36864,50272,False,584,2
0.049,0.058,0.056190476190476187,0.056,0.0017076591501943913,0.021,0.023,0.021900000000000003,0.022,0.0004358898943540667,0.546,0.562,0.5497500000000001,0.548,0.003998437194704955,0.02,0.022,0.020850000000000004,0.021,0.00047696960070847287,0.178,0.185,0.18055,0.18,0.0016575584454250791,0.783,0.808,0.7903,0.789,0.006411708040764182,0.032,0.033,0.03230000000000001,0.032,0.0004582575694955844,0.6910000000000001,0.716,0.6982499999999999,0.6955,0.007621515597307382,0.027,0.027,0.027000000000000003,0.027,3.469446951953614e-18,64,64,8192,36864,50272,False,576,2
0.049,0.058,0.05671428571428572,0.057,0.0018032472598820464,0.021,0.023,0.022050000000000004,0.022,0.0003840572873934303,0.554,0.56,0.5565,0.5555000000000001,0.002085665361461423,0.02,0.022,0.020950000000000003,0.021,0.0004974937185533096,0.182,0.185,0.18349999999999994,0.183,0.0007416198487095669,0.795,0.807,0.8002500000000001,0.799,0.0033596874854664714,0.032,0.033,0.032100000000000004,0.032,0.00030000000000000024,0.704,0.713,0.70695,0.705,0.0031697791721190956,0.026000000000000002,0.027,0.026900000000000007,0.027,0.0002999999999999992,64,64,8192,36864,50272,False,568,2
0.047,0.056,0.055523809523809545,0.056,0.0019178124348192642,0.022,0.022,0.022000000000000002,0.022,3.469446951953614e-18,0.547,0.56,0.5586500000000002,0.559,0.002779838124783531,0.02,0.021,0.020900000000000005,0.021,0.0003000000000000003,0.179,0.185,0.18334999999999999,0.1835,0.001152171862180292,0.8,0.809,0.8053500000000001,0.8055000000000001,0.0020802644062714736,0.031,0.032,0.03185,0.032,0.0003570714214271428,0.711,0.714,0.7119,0.712,0.0008306623862918082,0.026000000000000002,0.027,0.026250000000000006,0.026000000000000002,0.0004330127018922182,64,64,8192,36864,50272,False,560,2
0.047,0.056,0.054714285714285715,0.055,0.0017496355305594126,0.021,0.022,0.021800000000000003,0.022,0.00039999999999999893,0.55,0.557,0.5528500000000001,0.553,0.002104162541250083,0.02,0.022,0.020750000000000005,0.021,0.0005361902647381805,0.18,0.183,0.1813,0.1815,0.0010049875621120899,0.788,0.799,0.79415,0.7955000000000001,0.0038765319552404092,0.03,0.031,0.030900000000000004,0.031,0.0003000000000000003,0.6960000000000001,0.706,0.7005,0.7025000000000001,0.0032634337744161255,0.025,0.026000000000000002,0.025600000000000005,0.026000000000000002,0.0004898979485566361,64,64,8192,36864,50272,False,552,2
0.047,0.056,0.05395238095238096,0.054,0.0016468206157895793,0.021,0.022,0.021750000000000002,0.022,0.0004330127018922182,0.553,0.556,0.554,0.554,0.0007745966692414841,0.02,0.022,0.020900000000000002,0.021,0.0005385164807134502,0.181,0.182,0.18130000000000002,0.181,0.0004582575694955844,0.794,0.799,0.797,0.797,0.0011832159566199242,0.03,0.031,0.030250000000000006,0.03,0.00043301270189221973,0.7020000000000001,0.704,0.703,0.7030000000000001,0.0003162277660168207,0.025,0.026000000000000002,0.025050000000000006,0.025,0.00021794494717703388,64,64,8192,36864,50272,False,544,2
0.045,0.054,0.05276190476190477,0.053,0.001770250504327724,0.021,0.022,0.021950000000000004,0.022,0.0002179449471770331,0.548,0.553,0.5509999999999999,0.551,0.0010954451150103333,0.02,0.021,0.020450000000000003,0.02,0.0004974937185533104,0.179,0.182,0.18055000000000004,0.181,0.0008046738469715547,0.788,0.794,0.7909,0.7915000000000001,0.0018411952639521988,0.03,0.03,0.030000000000000006,0.03,6.938893903907228e-18,0.6970000000000001,0.7020000000000001,0.7006500000000002,0.7010000000000001,0.0011947803145348531,0.025,0.025,0.025000000000000005,0.025,3.469446951953614e-18,64,64,8192,36864,50272,False,536,2
0.044,0.053,0.05100000000000001,0.051000000000000004,0.0016618979396776342,0.02,0.022,0.021,0.021,0.0003162277660168377,0.54,0.545,0.5417500000000001,0.542,0.0010897247358851695,0.02,0.022,0.020300000000000006,0.02,0.0005567764362830022,0.176,0.177,0.17665000000000003,0.177,0.0004769696007084733,0.773,0.778,0.77505,0.775,0.0015321553446044575,0.029,0.029,0.029000000000000005,0.029,3.469446951953614e-18,0.682,0.684,0.68355,0.684,0.0005894913061275802,0.023,0.025,0.023550000000000005,0.023,0.0007399324293474378,64,64,8192,36864,50272,False,528,2
0.043000000000000003,0.052000000000000005,0.05057142857142857,0.051000000000000004,0.0017880936529065324,0.021,0.022,0.0211,0.021,0.00029999999999999927,0.54,0.55,0.5449500000000002,0.545,0.0021558061137310117,0.02,0.021,0.020250000000000004,0.02,0.00043301270189221973,0.176,0.18,0.17815,0.178,0.0010136567466356656,0.775,0.788,0.7816500000000001,0.781,0.0032599846625406105,0.028,0.029,0.028600000000000004,0.029,0.0004898979485566361,0.685,0.7000000000000001,0.6930499999999999,0.6920000000000001,0.0034853263835686924,0.023,0.024,0.023250000000000003,0.023,0.00043301270189221973,64,64,8192,36864,50272,False,520,2
0.042,0.052000000000000005,0.05080952380952382,0.051000000000000004,0.0020381842437173997,0.021,0.022,0.021150000000000002,0.021,0.0003570714214271416,0.402,0.41100000000000003,0.40380000000000005,0.403,0.0029257477676655616,0.019,0.02,0.019350000000000003,0.019,0.00047696960070847314,0.183,0.187,0.18404999999999996,0.184,0.0012031209415515976,0.601,0.615,0.6035000000000001,0.601,0.004801041553663126,0.028,0.029,0.0284,0.028,0.0004898979485566361,0.611,0.623,0.61495,0.6134999999999999,0.0040432041749088096,0.023,0.024,0.023600000000000003,0.024,0.0004898979485566361,64,64,8192,36864,50272,False,512,2
0.042,0.051000000000000004,0.04990476190476192,0.05,0.001823256163721586,0.021,0.022,0.02125,0.021,0.0004330127018922182,0.398,0.41100000000000003,0.40175,0.398,0.005629165124598856,0.018000000000000002,0.02,0.019250000000000007,0.019,0.0006224949798994365,0.181,0.187,0.18329999999999996,0.182,0.0021702534414210725,0.595,0.614,0.6008000000000001,0.595,0.008646386528486922,0.027,0.028,0.027700000000000002,0.028,0.0004582575694955845,0.605,0.622,0.61225,0.61,0.005421023888528813,0.023,0.024,0.023050000000000005,0.023,0.00021794494717703388,64,64,8192,36864,50272,False,504,2
0.04,0.051000000000000004,0.04885714285714287,0.049,0.002099562636671296,0.02,0.022,0.021200000000000004,0.021,0.0005099019513592776,0.398,0.40700000000000003,0.40120000000000006,0.399,0.003867815921162747,0.018000000000000002,0.02,0.018950000000000005,0.019,0.0005894913061275793,0.181,0.185,0.18240000000000003,0.182,0.0014966629547095778,0.595,0.608,0.5996,0.595,0.0061676575780437145,0.027,0.027,0.027000000000000003,0.027,3.469446951953614e-18,0.603,0.617,0.60965,0.608,0.004693346354148609,0.023,0.023,0.023000000000000003,0.023,3.469446951953614e-18,64,64,8192,36864,50272,False,496,2
0.044,0.053,0.04904761904761906,0.049,0.0014630753805464022,0.021,0.023,0.021750000000000002,0.022,0.0005361902647381794,0.406,0.422,0.40775000000000006,0.40700000000000003,0.0034478254016118543,0.018000000000000002,0.02,0.019200000000000005,0.019,0.0005999999999999998,0.183,0.185,0.18364999999999998,0.184,0.0006538348415311017,0.608,0.611,0.6087,0.608,0.001228820572744452,0.027,0.027,0.027000000000000003,0.027,3.469446951953614e-18,0.609,0.615,0.61185,0.612,0.0014585952145814835,0.023,0.023,0.023000000000000003,0.023,3.469446951953614e-18,64,64,8192,36864,50272,False,488,2
0.039,0.049,0.047238095238095246,0.047,0.001973750645339306,0.021,0.022,0.021300000000000003,0.021,0.0004582575694955828,0.398,0.40700000000000003,0.40020000000000006,0.399,0.003310589071449373,0.018000000000000002,0.02,0.018550000000000004,0.018500000000000003,0.0005894913061275787,0.179,0.183,0.18069999999999997,0.18,0.0012688577540449532,0.595,0.608,0.5983,0.595,0.005604462507680826,0.026000000000000002,0.027,0.026200000000000008,0.026000000000000002,0.000399999999999999,0.605,0.616,0.6093,0.609,0.003148015247739442,0.021,0.022,0.021550000000000003,0.022,0.0004974937185533088,64,64,8192,36864,50272,False,480,2
0.038,0.048,0.04680952380952382,0.047,0.0020614153163727015,0.021,0.022,0.021050000000000006,0.021,0.00021794494717703312,0.398,0.40700000000000003,0.40085,0.399,0.003731956591387422,0.018000000000000002,0.019,0.018350000000000005,0.018000000000000002,0.00047696960070847157,0.179,0.182,0.1803,0.18,0.001187434208703793,0.594,0.608,0.5988000000000001,0.595,0.00592114853723499,0.025,0.026000000000000002,0.025600000000000005,0.026000000000000002,0.0004898979485566361,0.601,0.613,0.60715,0.6074999999999999,0.004418993097980583,0.021,0.022,0.021550000000000003,0.022,0.0004974937185533088,64,64,8192,36864,50272,False,472,2
