time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.202,0.20800000000000002,0.204952380952381,0.20500000000000002,0.0017313960916855102,0.092,0.094,0.09335,0.093,0.0005722761571129803,1.072,1.1,1.0885000000000002,1.0855000000000001,0.00813941029804986,0.10300000000000001,0.105,0.10425000000000002,0.10400000000000001,0.0007664854858377891,0.487,0.5,0.49455,0.493,0.003667083309661784,0.092,0.094,0.09275000000000001,0.093,0.0005361902647381809,4.2780000000000005,4.397,4.346150000000001,4.3315,0.03167218811512703,0.43,0.434,0.4322500000000001,0.432,0.0011346805717910226,4.575,4.692,4.6472999999999995,4.6365,0.033806951947787295,0.062,0.063,0.06225000000000001,0.062,0.00043301270189221973,32,16,4096,36864,256128,False,3808,1
0.199,0.20400000000000001,0.20195238095238094,0.202,0.0012526615655205635,0.09,0.092,0.09175000000000003,0.092,0.0005361902647381809,1.06,1.089,1.0848,1.087,0.006431174076325392,0.101,0.10400000000000001,0.1026,0.10300000000000001,0.0007348469228349541,0.48,0.493,0.4901999999999999,0.491,0.003218695387886219,0.09,0.092,0.0912,0.091,0.0006000000000000005,4.22,4.333,4.3173,4.3285,0.028462431378924836,0.425,0.428,0.4276000000000001,0.428,0.0008602325267042635,4.522,4.635,4.62225,4.633,0.02748613286732051,0.062,0.062,0.06200000000000001,0.062,1.3877787807814457e-17,32,16,4096,36864,256128,False,3776,1
0.199,0.20600000000000002,0.2022857142857143,0.202,0.0019552823969188407,0.091,0.093,0.09190000000000001,0.092,0.000538516480713451,1.084,1.097,1.0941500000000002,1.096,0.003990927210561476,0.10200000000000001,0.10400000000000001,0.10270000000000001,0.10250000000000001,0.0007810249675906662,0.492,0.499,0.4969499999999999,0.498,0.002011839953873073,0.091,0.092,0.09155,0.092,0.0004974937185533104,4.324,4.375,4.365450000000001,4.3725000000000005,0.017060114302078967,0.423,0.426,0.4248,0.425,0.0008717797887081354,4.4110000000000005,4.463,4.4515,4.461,0.019764867821465394,0.06,0.061,0.060050000000000006,0.06,0.00021794494717703385,32,16,4096,36864,256128,False,3744,1
0.198,0.202,0.20023809523809524,0.2,0.001305838971504962,0.09,0.092,0.0909,0.091,0.00043588989435406776,1.086,1.099,1.09,1.087,0.0052630789467763206,0.1,0.10200000000000001,0.10125000000000002,0.101,0.000536190264738181,0.49,0.497,0.4921500000000001,0.491,0.0026884010117540153,0.09,0.091,0.09029999999999999,0.09,0.0004582575694955844,4.327,4.38,4.3434,4.33,0.022111987698983506,0.42,0.422,0.4206,0.42,0.0009165151389911689,4.114,4.163,4.1293000000000015,4.1155,0.021522314001984053,0.063,0.063,0.06299999999999999,0.063,1.3877787807814457e-17,32,16,4096,36864,256128,False,3712,1
0.198,0.202,0.20004761904761903,0.2,0.0011741740958036155,0.091,0.092,0.09129999999999999,0.091,0.0004582575694955844,1.093,1.109,1.1002499999999997,1.0955,0.006883857929969197,0.1,0.10200000000000001,0.10105000000000001,0.101,0.0008046738469715546,0.494,0.502,0.4974,0.495,0.0030886890422961027,0.09,0.091,0.09065,0.091,0.00047696960070847314,4.364,4.424,4.39185,4.3855,0.02667634720121939,0.417,0.42,0.41895,0.419,0.001023474474522937,4.151,4.203,4.17455,4.155,0.02505888066135447,0.062,0.062,0.06200000000000001,0.062,1.3877787807814457e-17,32,16,4096,36864,256128,False,3680,1
0.195,0.2,0.19695238095238096,0.197,0.001290115922299436,0.089,0.09,0.08909999999999998,0.089,0.00030000000000000024,1.085,1.095,1.08595,1.0855000000000001,0.0021324868112136152,0.098,0.101,0.0995,0.099,0.000741619848709567,0.49,0.495,0.49030000000000007,0.49,0.0011000000000000012,0.088,0.089,0.0886,0.089,0.0004898979485566361,4.327,4.355,4.3298000000000005,4.329,0.005827520913733465,0.41200000000000003,0.41300000000000003,0.4126500000000001,0.41300000000000003,0.00047696960070847325,4.11,4.116,4.1145000000000005,4.115,0.0012845232578664232,0.061,0.062,0.06190000000000001,0.062,0.00030000000000000024,32,16,4096,36864,256128,False,3648,1
0.195,0.199,0.197,0.197,0.0010690449676496985,0.089,0.09,0.08945,0.089,0.0004974937185533104,1.093,1.095,1.0939,1.094,0.0006244997998398511,0.098,0.1,0.09925000000000003,0.099,0.0007664854858377951,0.494,0.497,0.4955,0.4955,0.0006708203932499375,0.088,0.09,0.089,0.089,0.0003162277660168382,4.369,4.373,4.3711,4.371,0.0011357816691600743,0.41000000000000003,0.41100000000000003,0.41065000000000007,0.41100000000000003,0.0004769696007084733,4.152,4.154,4.15275,4.1530000000000005,0.0006982120021884417,0.061,0.061,0.060999999999999985,0.061,1.3877787807814457e-17,32,16,4096,36864,256128,False,3616,1
0.19,0.194,0.19238095238095243,0.192,0.0011741740958036155,0.08700000000000001,0.088,0.0874,0.08700000000000001,0.0004898979485566293,1.0230000000000001,1.025,1.0240500000000001,1.024,0.0007399324293473555,0.097,0.099,0.09755,0.0975,0.0005894913061275802,0.488,0.49,0.4890500000000001,0.489,0.0005894913061275804,0.08600000000000001,0.088,0.08705,0.08700000000000001,0.00038405728739342735,4.097,4.103,4.10195,4.102,0.0013219304066400903,0.405,0.406,0.40505,0.405,0.00021794494717703385,4.107,4.109,4.108300000000001,4.108,0.0006403124237433184,0.058,0.059000000000000004,0.05865,0.059000000000000004,0.0004769696007084732,32,16,4096,36864,256128,False,3584,1
0.19,0.194,0.19195238095238099,0.192,0.0010900498230723436,0.08700000000000001,0.088,0.08780000000000002,0.088,0.0003999999999999948,1.031,1.033,1.03235,1.032,0.000572276157112943,0.096,0.099,0.09735000000000002,0.097,0.0009096702699330133,0.487,0.489,0.48790000000000006,0.488,0.0005385164807134509,0.08700000000000001,0.088,0.08729999999999999,0.08700000000000001,0.000458257569495578,4.1370000000000005,4.143,4.13985,4.14,0.001710993863226825,0.403,0.404,0.40315,0.403,0.00035707142142714284,4.1450000000000005,4.148,4.147049999999999,4.148,0.00120312094155131,0.058,0.058,0.05800000000000001,0.058,6.938893903907228e-18,32,16,4096,36864,256128,False,3552,1
0.188,0.193,0.19042857142857142,0.19,0.0012177820811947078,0.08600000000000001,0.08700000000000001,0.08654999999999999,0.08700000000000001,0.0004974937185533104,1.022,1.037,1.03165,1.033,0.005062361109205823,0.095,0.098,0.09605000000000001,0.096,0.0005894913061275804,0.483,0.489,0.48674999999999996,0.487,0.0021880356487041083,0.085,0.08700000000000001,0.08600000000000001,0.08600000000000001,0.00044721359549995833,4.098,4.15,4.1323,4.14,0.01938839859297314,0.398,0.401,0.39960000000000007,0.4,0.0008602325267042634,4.106,4.157,4.139200000000001,4.1465,0.019330287116336435,0.057,0.057,0.056999999999999995,0.057,6.938893903907228e-18,32,16,4096,36864,256128,False,3520,1
0.187,0.192,0.1891428571428571,0.189,0.0014568627181693683,0.085,0.08700000000000001,0.08615000000000002,0.08600000000000001,0.0004769696007084733,1.02,1.033,1.0282500000000003,1.031,0.005242852277148341,0.094,0.097,0.09505,0.095,0.0007399324293474377,0.481,0.489,0.4857,0.487,0.002900000000000003,0.085,0.08600000000000001,0.08565000000000003,0.08600000000000001,0.0004769696007084732,4.091,4.142,4.122300000000001,4.138,0.02268281287671335,0.395,0.397,0.396,0.396,0.0008366600265340764,4.099,4.15,4.13025,4.1450000000000005,0.02217853692198836,0.056,0.057,0.0568,0.057,0.00040000000000000034,32,16,4096,36864,256128,False,3488,1
0.188,0.193,0.18976190476190477,0.189,0.0014110030847646728,0.08600000000000001,0.08700000000000001,0.0865,0.08650000000000001,0.0005000000000000004,0.991,1.0050000000000001,0.9937000000000001,0.993,0.003508560958569802,0.094,0.096,0.09495,0.095,0.0006689544080129832,0.45,0.457,0.45075000000000004,0.45,0.0018131464364468763,0.085,0.08700000000000001,0.08595000000000001,0.08600000000000001,0.0004974937185533105,4.194,4.246,4.199949999999999,4.195,0.015196956932228292,0.395,0.397,0.39525,0.395,0.0006224949798994372,3.943,3.993,3.9598499999999994,3.9530000000000003,0.01649628746112283,0.058,0.059000000000000004,0.058100000000000006,0.058,0.00030000000000000024,32,16,4096,36864,256128,False,3456,1
0.186,0.189,0.18728571428571428,0.187,0.0010753895038701168,0.08600000000000001,0.08600000000000001,0.08600000000000002,0.08600000000000001,1.3877787807814457e-17,0.989,0.992,0.99055,0.991,0.0006689544080129831,0.093,0.096,0.0941,0.094,0.0007681145747868614,0.45,0.452,0.45075000000000004,0.451,0.0006224949798994372,0.085,0.08600000000000001,0.08535000000000001,0.085,0.0004769696007084732,4.189,4.191,4.190099999999999,4.19,0.0004358898943539379,0.391,0.391,0.391,0.391,0.0,3.911,3.948,3.9280500000000003,3.9275,0.01040420588031592,0.058,0.059000000000000004,0.05805000000000001,0.058,0.00021794494717703385,32,16,4096,36864,256128,False,3424,1
0.184,0.188,0.18633333333333332,0.186,0.0011683661091795533,0.084,0.085,0.0848,0.085,0.0004000000000000003,0.98,0.993,0.99045,0.991,0.0033981612675092424,0.092,0.095,0.09295,0.093,0.0008046738469715547,0.443,0.45,0.44835,0.449,0.0015580436450882897,0.084,0.085,0.08445,0.084,0.0004974937185533104,4.149,4.196,4.190299999999999,4.195,0.011550324670761452,0.386,0.388,0.38710000000000006,0.387,0.0005385164807134509,3.878,3.9410000000000003,3.920900000000001,3.9235,0.01577624796965367,0.057,0.058,0.05755000000000001,0.058,0.0004974937185533104,32,16,4096,36864,256128,False,3392,1
0.18,0.19,0.18419047619047618,0.184,0.0024998866187441334,0.082,0.085,0.08415000000000002,0.085,0.0010136567466356653,0.965,1.0010000000000001,0.9855,0.9884999999999999,0.015223337347638354,0.091,0.093,0.09205,0.092,0.0007399324293474377,0.437,0.455,0.44675000000000004,0.4485,0.007237920972212953,0.082,0.085,0.08380000000000001,0.084,0.001029563014098701,4.091,4.238,4.18015,4.1965,0.06198167067770912,0.379,0.386,0.3829,0.384,0.002586503431275515,3.811,3.981,3.9075500000000005,3.9370000000000003,0.061956819640778815,0.056,0.057,0.05685,0.057,0.0003570714214271428,32,16,4096,36864,256128,False,3360,1
